,,
274,150,238
275,488,448
276,463,118
277,31,235
278,138,409
279,264,49
280,329,195
281,310,197
282,218,436
283,282,458
284,66,264
285,293,494
286,481,246
287,258,272
288,119,90
289,272,27
290,482,484
291,236,210
292,300,314
293,92,462
294,430,391
295,335,466
296,100,477
297,204,74
298,90,306
299,157,309
300,366,202
301,251,185
302,260,190
303,481,80
304,249,185
305,287,106
306,250,27
307,62,217
308,177,53
309,161,194
310,485,437
311,458,247
312,262,201
313,344,328
314,388,147
315,281,437
316,450,35
317,288,305
318,300,57
319,477,94
320,201,424
321,116,349
322,224,382
323,198,48
324,143,209
325,377,236
326,133,270
327,44,84
328,250,294
329,312,42
330,364,299
331,445,474
332,467,115
333,259,405
334,471,465
335,476,412
336,143,458
337,77,471
338,204,368
339,87,54
340,117,205
341,238,469
342,326,450
343,26,493
344,474,90
345,102,490
346,150,62
347,210,393
348,309,494
349,480,206
350,379,28
351,91,356
352,489,279
353,255,444
354,103,106
355,500,172
356,357,379
357,33,269
358,428,320
359,458,118
360,452,305
361,294,82
362,400,423
363,248,248
364,229,98
365,259,87
366,215,303
367,483,271
368,350,85
369,173,376
370,263,462
371,432,172
372,363,486
373,374,400
374,132,265
375,429,479
376,498,266
377,472,229
378,63,304
379,465,376
380,99,348
381,237,236
382,379,53
383,478,30
384,432,461
385,89,60
386,89,361
387,71,478
388,373,73
389,217,489
390,362,383
391,132,402
392,272,94
393,44,354
394,121,324
395,76,262
396,412,137
397,224,170
398,65,113
399,114,477
400,251,402
401,295,484
402,61,215
403,366,190
404,227,86
405,393,110
406,274,99
407,153,372
408,409,124
409,397,219
410,302,300
411,429,133
412,304,494
413,493,215
414,485,57
415,373,245
416,416,481
417,370,445
418,125,304
419,356,398
420,437,250
421,55,58
422,69,450
423,375,332
424,269,439
425,123,178
426,360,283
427,32,385
428,229,221
429,466,116
430,483,158
431,446,267
432,136,291
433,485,287
434,252,323
435,278,281
436,394,56
437,225,193
438,293,70
439,468,142
440,328,362
441,30,405
442,181,158
443,127,447
444,56,30
445,317,231
446,307,448
447,472,351
448,68,103
449,346,201
450,245,82
451,63,261
452,206,497
453,320,134
454,481,58
455,370,275
456,330,429
457,201,408
458,233,401
459,99,72
460,499,272
461,399,293
462,218,482
463,286,221
464,192,485
465,423,249
466,145,464
467,244,65
468,158,237
469,471,226
470,320,282
471,466,202
472,353,464
473,434,68
474,308,309
475,294,300
476,261,346
477,413,266
478,94,36
479,459,124
480,164,491
481,445,74
482,255,237
483,421,231
484,206,295
485,104,288
486,363,283
487,452,132
488,356,218
489,83,324
490,160,282
491,327,326
492,327,59
493,219,306
494,296,43
495,218,487
496,197,92
497,277,30
498,223,32
499,438,84
500,28,184
